1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 25: 25: 25: 25:
25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25:
25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25:
25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s  25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25:
25: 25: 25: 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25:
25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25:
25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 1:s 25: 25: 25: 25: 25: 1:s 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25:
25: 25: 25: 25: 25: 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 25: 25: 25: 1:s 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25:
1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 25: 25: 25: 1:s 1:s 1:s 1:s 25: 25: 25:
25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 25: 1:s 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25:
25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 25: 25: 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25:
25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25:
25: 25: 25: 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25:
25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 25: 25: 25: 25: 25: 1:s 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 25: 25:
25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25:
25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 1:s 25: 25: 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25:
1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 1:s 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 25: 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 25: 25: 1:s 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25:
25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25:
25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 19:w 225::w
25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 1:s 1:s 1:s 1:s 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 1:s 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 25: 26:w 27:w
1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s
